ligand,id,can_smiles,smiles,formula,mw,atomcount,merckid,cas_pr3,cas_pr3_hx,cas_conj_acid,SIGMA STRUCTURE_ID,SIGMA CAT_NO,Fey-LKB (Paper)
"P(3,4Me2Ph)2(3,5(CF3)2-Ph)",1218.0,Cc1ccc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccc(C)c(C)c2)cc1C,FC(F)(F)c1cc(C(F)(F)F)cc(P(c2ccc(C)c(C)c2)c3ccc(C)c(C)c3)c1,C24H21F6P,454.0,52.0,,not on scifinder,,,,,
P(2OMePh)2(2Ac-acetal-Ph),1219.0,COc1ccccc1P(c1ccccc1OC)c1ccccc1C1(C)OCCO1,COc1c(P(c2c(OC)cccc2)c3ccccc3C4(C)OCCO4)cccc1,C24H25O4P,408.0,54.0,,not on scifinder,,,,,
"P(2,4,5Me3Ph)2(2NMe2Ph)",1220.0,Cc1cc(C)c(P(c2cc(C)c(C)cc2C)c2ccccc2N(C)C)cc1C,CN(C)c1c(P(c2c(C)cc(C)c(C)c2)c3c(C)cc(C)c(C)c3)cccc1,C26H32NP,390.0,60.0,,not on scifinder,,,,,
P(3MePh)2(2NMe2Ph),1221.0,Cc1cccc(P(c2cccc(C)c2)c2ccccc2N(C)C)c1,CN(C)c1c(P(c2cc(C)ccc2)c3cc(C)ccc3)cccc1,C22H24NP,333.0,48.0,,not on scifinder,,,,,
iPrSPhos,1222.0,COc1cccc(OC)c1-c1ccccc1P(C(C)C)C(C)C,COc1c(c2c(P(C(C)C)C(C)C)cccc2)c(OC)ccc1,C20H27O2P,330.0,50.0,,not on scifinder,,,,,
P(oCyPh)3,1223.0,c1ccc(P(c2ccccc2C2CCCCC2)c2ccccc2C2CCCCC2)c(C2CCCCC2)c1,C1(C2CCCCC2)=C(P(C3=CC=CC=C3C4CCCCC4)C5=CC=CC=C5C6CCCCC6)C=CC=C1,C36H45P,509.0,82.0,,not on scifinder,,,,,
P(oEtPh)3,1224.0,CCc1ccccc1P(c1ccccc1CC)c1ccccc1CC,CCC1=CC=CC=C1P(C2=CC=CC=C2CC)C3=C(CC)C=CC=C3,C24H27P,346.0,52.0,,50777-27-0,,,,,
P(2Me-4NMe2-Ph)3,1225.0,Cc1cc(N(C)C)ccc1P(c1ccc(N(C)C)cc1C)c1ccc(N(C)C)cc1C,CC1=C(P(C2=CC=C(N(C)C)C=C2C)C3=CC=C(N(C)C)C=C3C)C=CC(N(C)C)=C1,C27H36N3P,434.0,67.0,,66417-47-8,,,,,
P(2Me-4OiPr-Ph)3,1226.0,Cc1cc(OC(C)C)ccc1P(c1ccc(OC(C)C)cc1C)c1ccc(OC(C)C)cc1C,CC1=C(P(C2=CC=C(OC(C)C)C=C2C)C3=CC=C(OC(C)C)C=C3C)C=CC(OC(C)C)=C1,C30H39O3P,479.0,73.0,,2248453-21-4,,,,,
P(2Me-4F-Ph)3,1227.0,Cc1cc(F)ccc1P(c1ccc(F)cc1C)c1ccc(F)cc1C,CC1=C(P(C2=CC=C(F)C=C2C)C3=CC=C(F)C=C3C)C=CC(F)=C1,C21H18F3P,358.0,43.0,,165901-88-2,,,,,
P(2Me-4OCF3-Ph)3,1228.0,Cc1cc(OC(F)(F)F)ccc1P(c1ccc(OC(F)(F)F)cc1C)c1ccc(OC(F)(F)F)cc1C,CC1=C(P(C2=CC=C(OC(F)(F)F)C=C2C)C3=CC=C(OC(F)(F)F)C=C3C)C=CC(OC(F)(F)F)=C1,C24H18F9O3P,556.0,55.0,,2248453-22-5,,,,,
P(2Me-4CO2Me-Ph)3,1229.0,COC(=O)c1ccc(P(c2ccc(C(=O)OC)cc2C)c2ccc(C(=O)OC)cc2C)c(C)c1,CC1=C(P(C2=CC=C(C(OC)=O)C=C2C)C3=CC=C(C(OC)=O)C=C3C)C=CC(C(OC)=O)=C1,C27H27O6P,478.0,61.0,,2248453-23-6,,,,,
P(2Me-4CN-Ph)3,1230.0,Cc1cc(C#N)ccc1P(c1ccc(C#N)cc1C)c1ccc(C#N)cc1C,CC1=C(P(C2=CC=C(C#N)C=C2C)C3=CC=C(C#N)C=C3C)C=CC(C#N)=C1,C24H18N3P,379.0,46.0,,2248453-25-8,,,,,
P(2Me-4NO2-Ph)3,1231.0,Cc1cc([N+](=O)[O-])ccc1P(c1ccc([N+](=O)[O-])cc1C)c1ccc([N+](=O)[O-])cc1C,CC1=C(P(C2=CC=C([N+]([O-])=O)C=C2C)C3=CC=C([N+]([O-])=O)C=C3C)C=CC([N+]([O-])=O)=C1,C21H18N3O6P,439.0,49.0,,2248453-26-9,,,,,
P(oBnPh)3,1232.0,c1ccc(Cc2ccccc2P(c2ccccc2Cc2ccccc2)c2ccccc2Cc2ccccc2)cc1,C1(CC2=CC=CC=C2)=C(P(C3=CC=CC=C3CC4=CC=CC=C4)C5=CC=CC=C5CC6=CC=CC=C6)C=CC=C1,C39H33P,533.0,73.0,,2248453-18-9,,,,,
P(2Bn-4OMe-Ph)3,1233.0,COc1ccc(P(c2ccc(OC)cc2Cc2ccccc2)c2ccc(OC)cc2Cc2ccccc2)c(Cc2ccccc2)c1,COC1=CC(CC2=CC=CC=C2)=C(P(C3=CC=C(OC)C=C3CC4=CC=CC=C4)C5=CC=C(OC)C=C5CC6=CC=CC=C6)C=C1,C42H39O3P,623.0,85.0,,2248453-27-0,,,,,
P(2Bn-4F-Ph)3,1234.0,Fc1ccc(P(c2ccc(F)cc2Cc2ccccc2)c2ccc(F)cc2Cc2ccccc2)c(Cc2ccccc2)c1,FC1=CC(CC2=CC=CC=C2)=C(P(C3=CC=C(F)C=C3CC4=CC=CC=C4)C5=CC=C(F)C=C5CC6=CC=CC=C6)C=C1,C39H30F3P,587.0,73.0,,2248453-28-1,,,,,
P(2Bn-4OCF3-Ph)3,1235.0,FC(F)(F)Oc1ccc(P(c2ccc(OC(F)(F)F)cc2Cc2ccccc2)c2ccc(OC(F)(F)F)cc2Cc2ccccc2)c(Cc2ccccc2)c1,FC(OC(C=C1CC2=CC=CC=C2)=CC=C1P(C3=CC=C(OC(F)(F)F)C=C3CC4=CC=CC=C4)C5=C(CC6=CC=CC=C6)C=C(OC(F)(F)F)C=C5)(F)F,C42H30F9O3P,785.0,85.0,,2248453-30-5,,,,,
P(2Bn-4CF3-Ph)3,1236.0,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2Cc2ccccc2)c2ccc(C(F)(F)F)cc2Cc2ccccc2)c(Cc2ccccc2)c1,FC(C1=CC(CC2=CC=CC=C2)=C(P(C3=CC=C(C(F)(F)F)C=C3CC4=CC=CC=C4)C5=CC=C(C(F)(F)F)C=C5CC6=CC=CC=C6)C=C1)(F)F,C42H30F9P,737.0,82.0,,2248453-19-0,,,,,
P(CH2Mes)2(OMeAllyl),1237.0,C=C(C)COP(Cc1c(C)cc(C)cc1C)Cc1c(C)cc(C)cc1C,C=C(C)COP(Cc1c(C)cc(C)cc1C)Cc1c(C)cc(C)cc1C,C24H33OP,368.0,59.0,,not on scifinder,,,,,
P(oSMe-Ph)2(NHtBu),1238.0,CSc1ccccc1P(NC(C)(C)C)c1ccccc1SC,CC(C)(C)NP(c1c(SC)cccc1)c2c(SC)cccc2,C18H24NPS2,349.0,46.0,,not on scifinder,,,,,
P(THQ)2(O2tBuPh),1239.0,CC(C)(C)c1ccccc1OP(c1cc2c3c(c1)CCCN3CCC2)c1cc2c3c(c1)CCCN3CCC2,CC(C)(C)c1ccccc1OP(c1cc2c3c(c1)CCCN3CCC2)c1cc2c3c(c1)CCCN3CCC2,C34H41N2OP,525.0,79.0,,not on scifinder,,,,,
P(2OMe5FPh)2Neomenthyl,1240.0,COc1ccc(F)cc1P(c1cc(F)ccc1OC)[C@H]1C[C@H](C)CC[C@H]1C(C)C,COc1ccc(F)cc1P(c1cc(F)ccc1OC)[C@H]1C[C@H](C)CC[C@H]1C(C)C,C24H31F2O2P,420.0,60.0,,not on scifinder,,,,,
P(4CHOPh)2(secAd),1241.0,O=Cc1ccc(cc1)P(c1ccc(cc1)C=O)C1C2CC3CC1CC(C2)C3,O=Cc1ccc(P(C2C3CC4CC(CC2C4)C3)c5ccc(C=O)cc5)cc1,C24H25O2P,376.0,52.0,,not on scifinder,,,,,
"P(CH2CH2Ph)2(2,6iPrPh)",1242.0,CC(C)c1cccc(C(C)C)c1P(CCc1ccccc1)CCc1ccccc1,CC(C)c1cccc(C(C)C)c1P(CCc1ccccc1)CCc1ccccc1,C28H35P,403.0,64.0,,not on scifinder,,,,,
P(3tBuPh)2SEt,1243.0,CCSP(c1cccc(C(C)(C)C)c1)c1cccc(C(C)(C)C)c1,CCSP(c1cccc(C(C)(C)C)c1)c1cccc(C(C)(C)C)c1,C22H31PS,359.0,55.0,,not on scifinder,,,,,
P(2Ph-iBu)2(4EtPh),1244.0,CCc1ccc(P(CC(C)(C)c2ccccc2)CC(C)(C)c2ccccc2)cc1,CCc1ccc(P(CC(C)(C)c2ccccc2)CC(C)(C)c2ccccc2)cc1,C28H35P,403.0,64.0,,not on scifinder,,,,,
P(2Benzofuryl)2(O4OMePh),1245.0,COc1ccc(OP(c2cc3ccccc3o2)c2cc3ccccc3o2)cc1,COc1ccc(OP(c2cc3ccccc3o2)c2cc3ccccc3o2)cc1,C23H17O4P,388.0,45.0,,not on scifinder,,,,,
"P(1,3iPr-2yl)2SMe",1246.0,CSP(C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C,CSP(C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C,C19H41PS,333.0,62.0,,not on scifinder,,,,,
"P(2,4Cl2Ph)2(4(TMSCH2CH2O2C)Ph)",1247.0,C[Si](C)(C)CCOC(=O)c1ccc(P(c2ccc(Cl)cc2Cl)c2ccc(Cl)cc2Cl)cc1,Clc1cc(Cl)c(P(c2ccc(C(OCC[Si](C)(C)C)=O)cc2)c3c(Cl)cc(Cl)cc3)cc1,C24H23Cl4O2PSi,544.0,55.0,,not on scifinder,,,,,
homo-PhEt-Me4XPhos,1248.0,Cc1c(C)c(C)c(P([C@H](C)c2ccccc2)[C@H](C)c2ccccc2)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1C,Cc1c(C)c(C)c(P([C@H](C)c2ccccc2)[C@H](C)c2ccccc2)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1C,C41H53P,577.0,95.0,,not on scifinder,,,,,
P(transCrotyl)2Dur,1249.0,C/C=C/CP(C/C=C/C)c1c(C)c(C)cc(C)c1C,C/C=C/CP(C/C=C/C)c1c(C)c(C)cc(C)c1C,C18H27P,274.0,46.0,,not on scifinder,,,,,
P(2Me4OMePh)2(O4MePh),1250.0,COc1ccc(P(Oc2ccc(C)cc2)c2ccc(OC)cc2C)c(C)c1,COc1cc(C)c(P(Oc2ccc(C)cc2)c3c(C)cc(OC)cc3)cc1,C23H25O3P,380.0,52.0,,not on scifinder,,,,,
P(CH2CH2CH2OH)2(O2MePh),1251.0,Cc1ccccc1OP(CCCO)CCCO,OCCCP(CCCO)Oc1ccccc1C,C13H21O3P,256.0,38.0,,not on scifinder,,,,,
"P(2,5Me2Ph)2(4(CH2CH2C8F17)Ph",1252.0,Cc1ccc(C)c(P(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2cc(C)ccc2C)c1,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCc1ccc(P(c2cc(C)ccc2C)c3cc(C)ccc3C)cc1)F)F)F)F)F)F)F)F,C32H26F17P,764.0,76.0,,not on scifinder,,,,,
P(CH2-3CNPh)2(O4CF3Ph),1253.0,N#Cc1cccc(CP(Cc2cccc(C#N)c2)Oc2ccc(C(F)(F)F)cc2)c1,FC(F)(F)c1ccc(OP(Cc2cc(C#N)ccc2)Cc3cc(C#N)ccc3)cc1,C23H16F3N2OP,424.0,46.0,,not on scifinder,,,,,
P(O4FPh)2(2iPr4OMePh),1254.0,COc1ccc(P(Oc2ccc(F)cc2)Oc2ccc(F)cc2)c(C(C)C)c1,COc1cc(C(C)C)c(P(Oc2ccc(F)cc2)Oc3ccc(F)cc3)cc1,C22H21F2O3P,402.0,49.0,,not on scifinder,,,,,
P(phen)2(OCH2CH2CN),1255.0,N#CCCOP(c1cc2ccccc2c2ccccc12)c1cc2ccccc2c2ccccc12,N#CCCOP(c(cc1c2cccc1)c3c2cccc3)c(cc4c5cccc4)c6c5cccc6,C31H22NOP,455.0,56.0,,not on scifinder,,,,,
P(4tBuPh)2CH2CH2CN,1256.0,CC(C)(C)c1ccc(P(CCC#N)c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(P(CCC#N)c2ccc(C(C)(C)C)cc2)cc1,C23H30NP,351.0,55.0,,not on scifinder,,,,,
P(betaStyrenyl)2Bz,1257.0,O=C(c1ccccc1)P(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C(P(/C=C/c1ccccc1)/C=C/c2ccccc2)c3ccccc3,C23H19OP,342.0,44.0,,not on scifinder,,,,,
P(3Me4PhPh)2CH2OH,1258.0,Cc1cc(P(CO)c2ccc(-c3ccccc3)c(C)c2)ccc1-c1ccccc1,Cc1cc(P(CO)c2ccc(-c3ccccc3)c(C)c2)ccc1-c1ccccc1,C27H25OP,396.0,54.0,,not on scifinder,,,,,
P(CH24NO2Ph)2(dibenzocyheptatrien),1259.0,O=[N+]([O-])c1ccc(CP(Cc2ccc([N+](=O)[O-])cc2)C2c3ccccc3C=Cc3ccccc32)cc1,O=[N+]([O-])c1ccc(CP(C2c3c(C=Cc4c2cccc4)cccc3)Cc5ccc([N+]([O-])=O)cc5)cc1,C29H23N2O4P,494.0,59.0,,not on scifinder,,,,,
P(2Benzofuryl)2(O2ClPh),1260.0,Clc1ccccc1OP(c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,Clc1c(OP(c2cc(OCO3)c3cc2)c4cc(OCO5)c5cc4)cccc1,C20H14ClO5P,401.0,41.0,,not on scifinder,,,,,
P(4OiPrPh)3,1261.0,CC(C)Oc1ccc(P(c2ccc(OC(C)C)cc2)c2ccc(OC(C)C)cc2)cc1,CC(C)OC(C=C1)=CC=C1P(C2=CC=C(C=C2)OC(C)C)C3=CC=C(OC(C)C)C=C3,C27H33O3P,437.0,64.0,,1353247-58-1,,,,,
P(4OCF3Ph)3,1262.0,FC(F)(F)Oc1ccc(P(c2ccc(OC(F)(F)F)cc2)c2ccc(OC(F)(F)F)cc2)cc1,FC(F)(F)OC(C=C1)=CC=C1P(C2=CC=C(C=C2)OC(F)(F)F)C3=CC=C(OC(F)(F)F)C=C3,C21H12F9O3P,514.0,46.0,,2024-29-5,,,,,
P(2EtPh)(4OtBuPh)2,1263.0,CCc1ccccc1P(c1ccc(OC(C)(C)C)cc1)c1ccc(OC(C)(C)C)cc1,CCC1=C(P(C2=CC=C(OC(C)(C)C)C=C2)C3=CC=C(OC(C)(C)C)C=C3)C=CC=C1,C28H35O2P,435.0,66.0,,not on scifinder,,,,,
"P(3,5OMe2Ph)2(2Me4NMePh)",1264.0,COc1cc(OC)cc(P(c2cc(OC)cc(OC)c2)c2ccc(N(C)C)cc2C)c1,CC1=C(P(C2=CC(OC)=CC(OC)=C2)C3=CC(OC)=CC(OC)=C3)C=CC(N(C)C)=C1,C25H30NO4P,439.0,61.0,,not on scifinder,,,,,
"P(5MeFur-2-yl)2(2,4Me2Ph)",1265.0,Cc1ccc(P(c2ccc(C)o2)c2ccc(C)o2)c(C)c1,CC1=C(P(c2oc(C)cc2)c3oc(C)cc3)C=CC(C)=C1,C18H19O2P,298.0,40.0,,not on scifinder,,,,,
P(2Me4FPh)pyrrolidinyl2,1266.0,Cc1cc(F)ccc1P(N1CCCC1)N1CCCC1,CC1=C(P(N2CCCC2)N3CCCC3)C=CC(F)=C1,C15H22FN2P,280.0,41.0,,not on scifinder,,,,,
"P(2Me4CF3Ph)(3,4-OCH2CH2O-Ph)2",1267.0,Cc1cc(C(F)(F)F)ccc1P(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2,CC1=C(P(C2=CC=C(OCCO3)C3=C2)C4=CC=C(OCCO5)C5=C4)C=CC(C(F)(F)F)=C1,C24H20F3O4P,460.0,52.0,,not on scifinder,,,,,
P(2BnPh)(4NO2Ph)2,1268.0,O=[N+]([O-])c1ccc(P(c2ccc([N+](=O)[O-])cc2)c2ccccc2Cc2ccccc2)cc1,O=[N+](c1ccc(P(c2ccc([N+]([O-])=O)cc2)C3=C(CC4=CC=CC=C4)C=CC=C3)cc1)[O-],C25H19N2O4P,442.0,51.0,,not on scifinder,,,,,
P(3PhPh)2(Cumyl),1269.0,CC(C)(c1ccccc1)P(c1cccc(-c2ccccc2)c1)c1cccc(-c2ccccc2)c1,CC(P(c1cc(c2ccccc2)ccc1)c3cc(c4ccccc4)ccc3)(c5ccccc5)C,C33H29P,457.0,63.0,,not on scifinder,,,,,
P(2iPrPh)(OCH2tBu)2,1270.0,CC(C)c1ccccc1P(OCC(C)(C)C)OCC(C)(C)C,CC(c1c(P(OCC(C)(C)C)OCC(C)(C)C)cccc1)C,C19H33O2P,324.0,55.0,,not on scifinder,,,,,
POct(NiBu2)2,1271.0,CCCCCCCCP(N(CC(C)C)CC(C)C)N(CC(C)C)CC(C)C,CCCCCCCCP(N(CC(C)C)CC(C)C)N(CC(C)C)CC(C)C,C24H53N2P,401.0,80.0,,not on scifinder,,,,,
"P(2,6Me2 4OMe Ph)(OiBu)2",1272.0,COc1cc(C)c(P(OCC(C)C)OCC(C)C)c(C)c1,COc1cc(C)c(P(OCC(C)C)OCC(C)C)c(C)c1,C17H29O3P,312.0,50.0,,not on scifinder,,,,,
"P(2,4CF32Ph)prenyl2",1273.0,CC(C)=CCP(CC=C(C)C)c1ccc(C(F)(F)F)cc1C(F)(F)F,FC(F)(c1cc(C(F)(F)F)c(P(C/C=C(C)/C)C/C=C(C)\C)cc1)F,C18H21F6P,382.0,46.0,,not on scifinder,,,,,
PAd2(26iPr2Ph),1274.0,CC(c1cccc(c1P(C12CC3CC(C2)CC(C1)C3)C12CC3CC(C2)CC(C1)C3)C(C)C)C,CC(C)C1=C(C(C(C)C)=CC=C1)P([C@@]23C[C@H]4C[C@H](C[C@H](C4)C3)C2)[C@@]56C[C@H]7C[C@H](C[C@H](C7)C6)C5,C32H47P,463.0,80.0,,not on scifinder,,,,,
"P(26iPr2Ph)2(2,4,6-OMe3-Ph)",1275.0,COc1cc(OC)c(P(c2c(C(C)C)cccc2C(C)C)c2c(C(C)C)cccc2C(C)C)c(OC)c1,CC(C)C1=C(C(C(C)C)=CC=C1)P(C2=C(C(C)C)C=CC=C2C(C)C)C3=C(OC)C=C(OC)C=C3OC,C33H45O3P,521.0,82.0,,not on scifinder,,,,,
AdCyBrettPhos (S),1276.0,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C12CC3CC(C2)CC(C1)C3)C1CCCCC1)OC,CC(C)c1c(c2c(P(C34CC5CC(CC(C5)C4)C3)C6CCCCC6)c(OC)ccc2OC)c(C(C)C)cc(C(C)C)c1,C39H57O2P,589.0,99.0,,2197989-24-3,,,,,
P(O4tBuPh)3,1277.0,CC(C)(C)c1ccc(OP(Oc2ccc(C(C)(C)C)cc2)Oc2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)C(C=C1)=CC=C1OP(OC2=CC=C(C(C)(C)C)C=C2)OC3=CC=C(C(C)(C)C)C=C3,C30H39O3P,479.0,73.0,,4235-89-6,,,,,
P(O35tBu2Ph)3,1278.0,CC(C)(C)c1cc(OP(Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2)Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,CC(C)(C)C1=CC(C(C)(C)C)=CC(OP(OC2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)OC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)=C1,C42H63O3P,647.0,109.0,,31570-08-8,,,,,
YCNPCy2,1279.0,N#C[C-](P(C1CCCCC1)C1CCCCC1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,N#C[C-](P(C1CCCCC1)C2CCCCC2)[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,C32H37NP2,498.0,72.0,,2233600-81-0 (5 bonds to P),,,,,
YMePCy3,1280.0,C[C-](P(C1CCCCC1)C1CCCCC1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,C[C-](P(C1CCCCC1)C2CCCCC2)[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,C32H40P2,487.0,74.0,,2271028-96-5,,,,,
YTMSPCy2,1281.0,C[Si](C)(C)[C-](P(C1CCCCC1)C1CCCCC1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,C[Si](C)(C)[C-](P(C1CCCCC1)C2CCCCC2)[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,C34H46P2Si,545.0,83.0,,2233600-83-2 (5 bonds to P),,,,,
PPh2(6-(2-pyridone)),1282.0,O=c1cccc(P(c2ccccc2)c2ccccc2)[nH]1,O=C1C=CC=C(N1)P(C2=CC=CC=C2)C3=CC=CC=C3,C17H14NOP,279.0,34.0,,64741-28-2,,,,,
PFMe2,1283.0,CP(C)F,CP(C)F,C2H6FP,80.0,10.0,,507-15-3,58405-54-2 (HBF4),,,,
PF2Me,1284.0,CP(F)F,CP(F)F,CH3F2P,84.0,7.0,,753-59-3,,,,,
PFEt2,1285.0,CCP(F)CC,FP(CC)CC,C4H10FP,108.0,16.0,,20472-48-4,,,,,
PF2Et,1286.0,CCP(F)F,FP(F)CC,C2H5F2P,98.0,10.0,,430-78-4,,,,,
PF2Ph,1287.0,FP(F)c1ccccc1,FP(F)C1=CC=CC=C1,C6H5F2P,146.0,14.0,,657-97-6,,,,,
PF2tBu,1288.0,CC(C)(C)P(F)F,FP(F)C(C)(C)C,C4H9F2P,126.0,16.0,,29149-32-4,,,,,
PF(NMe2)2,1289.0,CN(C)P(F)N(C)C,FP(N(C)C)N(C)C,C4H12FN2P,138.0,20.0,,1735-82-6,,,,,
PF2(NMe2),1290.0,CN(C)P(F)F,FP(F)N(C)C,C2H6F2NP,113.0,12.0,,814-97-1,,,,,
PF(Ome)2,1291.0,COP(F)OC,FP(OC)OC,C2H6FO2P,112.0,12.0,,1840-94-4,,,,,
PF2(Ome),1292.0,COP(F)F,FP(F)OC,CH3F2OP,100.0,8.0,,381-65-7,,,,,
PHF2,1293.0,FPF,FP([H])F,F2HP,70.0,4.0,,14984-74-8,878086-09-0 (HF),64306-14-5,,,
PH2F,1294.0,FP,[H]P([H])F,FH2P,52.0,4.0,,14500-81-3,878086-04-5 (HF),64306-13-4,,,
PHAd2,1295.0,C1C2CC3CC1CC(C2)(C3)PC12CC3CC(C2)CC(C1)C3,[H]P(C1(C[C@@H]2C3)C[C@H](C2)C[C@H]3C1)C45C[C@@H](C6)C[C@@H](C[C@@H]6C5)C4,C20H31P,302.0,52.0,,131211-27-3,,,,,
PH2Ad,1296.0,PC12CC3CC(C2)CC(C1)C3,[H]P([H])C12C[C@@H](C3)C[C@@H](C[C@@H]3C2)C1,C10H17P,168.0,28.0,,23906-89-0,,,,,
PHtBu2,1297.0,CC(C)(C)PC(C)(C)C,[H]P(C(C)(C)C)C(C)(C)C,C8H19P,146.0,28.0,,819-19-2,1384289-50-2 (HCl),,,,
PH2tBu,1298.0,CC(C)(C)P,[H]P([H])C(C)(C)C,C4H11P,90.0,16.0,,2501-94-2,106941-18-8 (HCl),1313372-99-4,,,
PH3,1299.0,P,[H]P([H])[H],H3P,34.0,4.0,,7803-51-2,164596-63-8 (HF),165751-93-9,,,
P(iPr)2/OPh,1300.0,CC(C)P(c1ccc2ccccc2c1-c1c(Oc2ccccc2)ccc2ccccc12)C(C)C,CC(P(C1=C(C2=C(C=CC=C3)C3=CC=C2OC4=CC=CC=C4)C5=C(C=CC=C5)C=C1)C(C)C)C,C32H31OP,463.0,65.0,,not on scifinder,,,,,
P(Cyp)2/OPh,1302.0,c1ccc(Oc2ccc3ccccc3c2-c2c(P(C3CCCC3)C3CCCC3)ccc3ccccc23)cc1,C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OC5=CC=CC=C5)=C(P(C6CCCC6)C7CCCC7)C=C1,C36H35OP,515.0,73.0,,not on scifinder,,,,,
P(Cy)2/OPh,1303.0,c1ccc(Oc2ccc3ccccc3c2-c2c(P(C3CCCCC3)C3CCCCC3)ccc3ccccc23)cc1,C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OC5=CC=CC=C5)=C(P(C6CCCCC6)C7CCCCC7)C=C1,C38H39OP,543.0,79.0,,1443016-48-5,,,,,
P(Cyhp)2/Oph,1304.0,c1ccc(Oc2ccc3ccccc3c2-c2c(P(C3CCCCCC3)C3CCCCCC3)ccc3ccccc23)cc1,C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OC5=CC=CC=C5)=C(P(C6CCCCCC6)C7CCCCCC7)C=C1,C40H43OP,571.0,85.0,,not on scifinder,,,,,
P(iPent)2/OPh,1305.0,CCC(CC)P(c1ccc2ccccc2c1-c1c(Oc2ccccc2)ccc2ccccc12)C(CC)CC,CCC(CC)P(C(CC)CC)C1=C(C2=C(C=CC=C3)C3=CC=C2OC4=CC=CC=C4)C5=C(C=CC=C5)C=C1,C36H39OP,519.0,77.0,,not on scifinder,,,,,
P(nBu)2/OPh,1306.0,CCCCP(CCCC)c1ccc2ccccc2c1-c1c(Oc2ccccc2)ccc2ccccc12,CCCCP(C1=C(C2=C(C=CC=C3)C3=CC=C2OC4=CC=CC=C4)C5=C(C=CC=C5)C=C1)CCCC,C34H35OP,491.0,71.0,,not on scifinder,,,,,
(CF3)2Ar/P(iPr)2/OPh,1307.0,CC(C)P(c1ccc2cc(C(F)(F)F)ccc2c1-c1c(Oc2ccccc2)ccc2cc(C(F)(F)F)ccc12)C(C)C,CC(P(C1=C(C2=C(C=CC(C(F)(F)F)=C3)C3=CC=C2OC4=CC=CC=C4)C5=C(C=C(C(F)(F)F)C=C5)C=C1)C(C)C)C,C34H29F6OP,599.0,71.0,,not on scifinder,,,,,
(Ph)2Ar/P(iPr)2/OPh,1308.0,CC(C)P(c1ccc2cc(-c3ccccc3)ccc2c1-c1c(Oc2ccccc2)ccc2cc(-c3ccccc3)ccc12)C(C)C,CC(P(C1=C(C2=C(C=CC(C3=CC=CC=C3)=C4)C4=CC=C2OC5=CC=CC=C5)C6=C(C=C(C7=CC=CC=C7)C=C6)C=C1)C(C)C)C,C44H39OP,615.0,85.0,,not on scifinder,,,,,
(OMe)2Ar/P(iPr)2/OPh,1309.0,COc1ccc2c(-c3c(P(C(C)C)C(C)C)ccc4cc(OC)ccc34)c(Oc3ccccc3)ccc2c1,CC(P(C1=C(C2=C(C=CC(OC)=C3)C3=CC=C2OC4=CC=CC=C4)C5=C(C=C(OC)C=C5)C=C1)C(C)C)C,C34H35O3P,523.0,73.0,,not on scifinder,,,,,
(OPh)2Ar/P(Cyp)2/OPh,1310.0,c1ccc(Oc2ccc3c(-c4c(P(C5CCCC5)C5CCCC5)ccc5cc(Oc6ccccc6)ccc45)c(Oc4ccccc4)ccc3c2)cc1,C1(C=C(OC2=CC=CC=C2)C=C3)=C3C(C4=C(C=CC(OC5=CC=CC=C5)=C6)C6=CC=C4OC7=CC=CC=C7)=C(P(C8CCCC8)C9CCCC9)C=C1,C48H43O3P,699.0,95.0,,not on scifinder,,,,,
